name,abv,price,size,kind,establishment_type,bar_name,county_name,beer_category,origin_zone,bar_url,beer_url
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Brazen Head,Kings,IPA,country,https://www.beermenus.com/places/522-brazen-head,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Brazen Head,New York,IPA,country,https://www.beermenus.com/places/522-brazen-head,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Breakfast Stout Nitro,8.3,8.0,12.0,Draft,Bar,Someday Bar NYC,Kings,Stout,country,https://www.beermenus.com/places/63434-someday-bar-nyc,https://www.beermenus.com/beers/42228-founders-breakfast-stout-nitro
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,The Malt House,New York,IPA,country,https://www.beermenus.com/places/7792-the-malt-house,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,Coopers Craft & Kitchen,New York,IPA,country,https://www.beermenus.com/places/2962-coopers-craft-kitchen,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Breakfast Stout,8.3,8.0,12.0,Draft,Bar,Coopers Craft & Kitchen,New York,Stout,country,https://www.beermenus.com/places/2962-coopers-craft-kitchen,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders Centennial IPA,7.2,7.0,16.0,Draft,Bar,Standings,New York,IPA,country,https://www.beermenus.com/places/33-standings,https://www.beermenus.com/beers/4375-founders-centennial-ipa
Founders All Day IPA,4.7,,12.0,Can,,White Oak Tavern,New York,IPA,country,https://www.beermenus.com/places/65124-white-oak-tavern,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,The Flamingo,Kings,IPA,country,https://www.beermenus.com/places/53269-the-flamingo,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,The Flamingo,New York,IPA,country,https://www.beermenus.com/places/53269-the-flamingo,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Breakfast Stout,8.3,8.0,12.0,Bottle,Bar,The Flamingo,Kings,Stout,country,https://www.beermenus.com/places/53269-the-flamingo,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders Breakfast Stout,8.3,8.0,12.0,Bottle,Bar,The Flamingo,New York,Stout,country,https://www.beermenus.com/places/53269-the-flamingo,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders Solid Gold Premium Lager,4.4,6.0,12.0,Can,Bar,The Flamingo,Kings,Lager,country,https://www.beermenus.com/places/53269-the-flamingo,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Solid Gold Premium Lager,4.4,6.0,12.0,Can,Bar,The Flamingo,New York,Lager,country,https://www.beermenus.com/places/53269-the-flamingo,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Canadian Breakfast Stout 2018,11.6,13.0,8.0,Draft,Bar,Augurs Well,New York,Stout,country,https://www.beermenus.com/places/18066-augurs-well,https://www.beermenus.com/beers/296665-founders-canadian-breakfast-stout-2018
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,Barrow Street Alehouse,New York,IPA,country,https://www.beermenus.com/places/8199-barrow-street-alehouse,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Porter,6.5,7.0,14.0,Draft,Bar,The Immigrant Tap Room - East Village,New York,Stout,country,https://www.beermenus.com/places/30134-the-immigrant-tap-room-east-village,https://www.beermenus.com/beers/5048-founders-porter
Founders Solid Gold Premium Lager,4.4,7.0,14.0,Draft,Bar,The Immigrant Tap Room - East Village,New York,Lager,country,https://www.beermenus.com/places/30134-the-immigrant-tap-room-east-village,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Harvest Ale,7.6,10.0,11.0,Draft,Restaurant,The CopperPot,Kings,IPA,country,https://www.beermenus.com/places/54928-the-copperpot,https://www.beermenus.com/beers/5994-founders-harvest-ale
Founders Harvest Ale,7.6,10.0,10.5,Draft,Bar,Fourth Avenue Pub,Kings,IPA,country,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/5994-founders-harvest-ale
Founders Solid Gold Premium Lager,4.4,7.0,16.0,Draft,Bar,Fourth Avenue Pub,Kings,Lager,country,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Porter,6.5,6.0,12.0,Bottle,Bar,Fourth Avenue Pub,Kings,Stout,country,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/5048-founders-porter
Founders Porter,6.5,7.0,16.0,Draft,Bar,Watershed,Kings,Stout,country,https://www.beermenus.com/places/40335-watershed,https://www.beermenus.com/beers/5048-founders-porter
Founders All Day IPA,4.7,7.0,16.0,Draft,Restaurant,Croxley's Abbey,Kings,IPA,country,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,7.0,12.0,Can,Restaurant,Rye House,New York,IPA,country,https://www.beermenus.com/places/1422-rye-house,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Mosaic Promise,5.5,6.0,16.0,Draft,Bar,IONA,Kings,IPA,country,https://www.beermenus.com/places/2263-iona,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders KBS,12.2,12.0,12.0,Bottle,Bar,IONA,Kings,Stout,country,https://www.beermenus.com/places/2263-iona,https://www.beermenus.com/beers/39825-founders-kbs
Founders All Day IPA,4.7,6.0,19.2,Can,Bar,IONA,Kings,IPA,country,https://www.beermenus.com/places/2263-iona,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders CBS 2019,11.3,15.0,12.0,Bottle,Bar,High Dive,Kings,Stout,country,https://www.beermenus.com/places/2248-high-dive,https://www.beermenus.com/beers/341492-founders-cbs-2019
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,High Dive,Kings,IPA,country,https://www.beermenus.com/places/2248-high-dive,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders KBS,12.2,13.0,12.0,Bottle,Restaurant,Giorgio's of Gramercy,New York,Stout,country,https://www.beermenus.com/places/30343-giorgio-s-of-gramercy,https://www.beermenus.com/beers/39825-founders-kbs
Founders Porter,6.5,7.0,12.0,Can,Bar,Logan’s Run,Kings,Stout,country,https://www.beermenus.com/places/57966-logan-s-run,https://www.beermenus.com/beers/5048-founders-porter
Founders All Day IPA,4.7,7.0,14.0,Draft,Bar,Teddy's Bar & Grill,Kings,IPA,country,https://www.beermenus.com/places/27062-teddy-s-bar-grill,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Lowlands,Kings,IPA,country,https://www.beermenus.com/places/8405-lowlands,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,The Monro Pub,Kings,IPA,country,https://www.beermenus.com/places/10542-the-monro-pub,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Oatmeal Stout - Nitro,4.5,8.0,16.0,Draft,Bar,The Gibson,Kings,Stout,country,https://www.beermenus.com/places/1015-the-gibson,https://www.beermenus.com/beers/248834-founders-oatmeal-stout-nitro
Founders All Day IPA,4.7,5.0,12.0,Can,Bar,Albion,New York,IPA,country,https://www.beermenus.com/places/18217-albion,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,7.0,16.0,Draft,Bar,Washington Commons,Kings,IPA,country,https://www.beermenus.com/places/740-washington-commons,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,5.0,12.0,Draft,Bar,Northern Bell,Kings,IPA,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,5.0,12.0,Can,Bar,Northern Bell,Kings,IPA,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Azacca IPA,7.3,7.0,12.0,Can,Bar,Northern Bell,Kings,IPA,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/99593-founders-azacca-ipa
Founders All Day IPA,4.7,7.0,14.0,Draft,Bar,Teds Corner Tavern,New York,IPA,country,https://www.beermenus.com/places/19613-teds-corner-tavern,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Breakfast Stout Nitro,8.3,9.0,14.0,Draft,Bar,Teds Corner Tavern,New York,Stout,country,https://www.beermenus.com/places/19613-teds-corner-tavern,https://www.beermenus.com/beers/42228-founders-breakfast-stout-nitro
Founders Porter,6.5,7.0,16.0,Draft,Bar,Greenwood Park,Kings,Stout,country,https://www.beermenus.com/places/6530-greenwood-park,https://www.beermenus.com/beers/5048-founders-porter
Founders All Day IPA,4.7,6.0,19.2,Can,Bar,Greenwood Park,Kings,IPA,country,https://www.beermenus.com/places/6530-greenwood-park,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Solid Gold Premium Lager,4.4,4.0,12.0,Can,Bar,Greenwood Park,Kings,Lager,country,https://www.beermenus.com/places/6530-greenwood-park,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Brewing Sumatra Mountain Brown Ale,9.0,9.0,13.0,Draft,,Landline,Kings,Aged,country,https://www.beermenus.com/places/64979-landline,https://www.beermenus.com/beers/242256-founders-brewing-sumatra-mountain-brown-ale
Founders Breakfast Stout,8.3,8.0,12.0,Draft,Bar,The Double Windsor,Kings,Stout,country,https://www.beermenus.com/places/1122-the-double-windsor,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders Underground Mountain Brown,11.9,8.0,8.0,Draft,Restaurant,Krupa Grocery,Kings,Ale,country,https://www.beermenus.com/places/22640-krupa-grocery,https://www.beermenus.com/beers/331727-founders-underground-mountain-brown
Founders Breakfast Stout Nitro,8.3,8.0,12.0,Draft,Bar,District Tap House,New York,Stout,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/42228-founders-breakfast-stout-nitro
Founders Nitro Oatmeal Stout,4.5,8.0,16.0,Draft,Bar,District Tap House,New York,Stout,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/29654-founders-nitro-oatmeal-stout
Founders Breakfast Stout,8.3,10.0,12.0,Bottle,Bar,District Tap House,New York,Stout,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders Curmudgeon's Better Half,12.7,14.0,12.0,Bottle,Bar,District Tap House,New York,Aged,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/14801-founders-curmudgeon-s-better-half
Founders KBS (2019),12.2,16.0,12.0,Bottle,Bar,District Tap House,New York,Stout,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/307485-founders-kbs-2019
Founders All Day IPA,4.7,8.0,12.0,Can,Bar,District Tap House,New York,IPA,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Centennial IPA,7.2,8.0,12.0,Can,Bar,District Tap House,New York,IPA,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/4375-founders-centennial-ipa
Founders Solid Gold Premium Lager,4.4,8.0,12.0,Can,Bar,District Tap House,New York,Lager,country,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Mas Agave,10.0,8.0,8.0,Draft,Bar,Rattle N Hum West,New York,Sour,country,https://www.beermenus.com/places/26966-rattle-n-hum-west,https://www.beermenus.com/beers/335461-founders-mas-agave
Founders All Day IPA,4.7,5.0,12.0,Can,Bar,Rattle N Hum West,New York,IPA,country,https://www.beermenus.com/places/26966-rattle-n-hum-west,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Solid Gold Premium Lager,4.4,5.0,12.0,Can,Bar,Rattle N Hum West,New York,Lager,country,https://www.beermenus.com/places/26966-rattle-n-hum-west,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders All Day IPA,4.7,7.0,16.0,Draft,Bar,Nostrand Avenue Pub,Kings,IPA,country,https://www.beermenus.com/places/9998-nostrand-avenue-pub,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,King Tai,Kings,IPA,country,https://www.beermenus.com/places/39164-king-tai,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,Beer Authority,New York,IPA,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders KBS (2019),12.2,,,Draft,Bar,Beer Authority,New York,Stout,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/307485-founders-kbs-2019
Founders Porter,6.5,8.0,16.0,Draft,Bar,Beer Authority,New York,Stout,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/5048-founders-porter
Founders Centennial IPA,7.2,8.0,12.0,Can,Bar,Beer Authority,New York,IPA,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/4375-founders-centennial-ipa
Founders Centennial IPA,7.2,7.0,16.0,Draft,Restaurant,Alewife Queens,Queens,IPA,country,https://www.beermenus.com/places/2842-alewife-queens,https://www.beermenus.com/beers/4375-founders-centennial-ipa
Founders Porter,6.5,8.0,16.0,Bottle,Brewery,Alewife Brewpub,Queens,Stout,country,https://www.beermenus.com/places/4932-alewife-brewpub,https://www.beermenus.com/beers/5048-founders-porter
Founders Sumatra Mountain Brown,9.0,7.0,12.0,Bottle,Bar,Fulton Ale House,Kings,Ale,country,https://www.beermenus.com/places/50400-fulton-ale-house,https://www.beermenus.com/beers/57965-founders-sumatra-mountain-brown
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Fulton Ale House,Kings,IPA,country,https://www.beermenus.com/places/50400-fulton-ale-house,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,7.0,16.0,Draft,Bar,Arrogant Swine,Kings,IPA,country,https://www.beermenus.com/places/16988-arrogant-swine,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,8.5,16.0,Draft,Bar,Daltons Bar And Grill,New York,IPA,country,https://www.beermenus.com/places/10056-daltons-bar-and-grill,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Solid Gold Premium Lager,4.4,5.0,12.0,Bottle,Bar,Daltons Bar And Grill,New York,Lager,country,https://www.beermenus.com/places/10056-daltons-bar-and-grill,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Deacon Brodie's Tavern,New York,IPA,country,https://www.beermenus.com/places/31417-deacon-brodie-s-tavern,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,7.0,14.0,Draft,Bar,Midwood Flats,Kings,IPA,country,https://www.beermenus.com/places/18929-midwood-flats,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,7.0,14.0,Draft,Bar,Fine Time,Kings,IPA,country,https://www.beermenus.com/places/45860-fine-time,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Mosaic Promise,5.5,7.0,14.0,Draft,Bar,Fine Time,Kings,IPA,country,https://www.beermenus.com/places/45860-fine-time,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders Porter,6.5,7.0,12.0,Bottle,Restaurant,John Brown Smokehouse,Queens,Stout,country,https://www.beermenus.com/places/8121-john-brown-smokehouse,https://www.beermenus.com/beers/5048-founders-porter
Founders Rubaeus,5.7,7.0,12.0,Can,Restaurant,John Brown Smokehouse,Queens,Fruit,country,https://www.beermenus.com/places/8121-john-brown-smokehouse,https://www.beermenus.com/beers/5768-founders-rubaeus
Founders Breakfast Stout,8.3,10.0,10.0,Draft,Bar,Tanner Smiths,New York,Stout,country,https://www.beermenus.com/places/43850-tanner-smiths,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders Solid Gold Premium Lager,4.4,8.0,12.0,Can,Bar,Tanner Smiths,New York,Lager,country,https://www.beermenus.com/places/43850-tanner-smiths,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Underground Mountain Brown,11.9,9.0,9.0,Draft,Bar,The Wilky,Kings,Ale,country,https://www.beermenus.com/places/26488-the-wilky,https://www.beermenus.com/beers/331727-founders-underground-mountain-brown
Founders Backwoods Bastard,11.6,11.0,10.0,Draft,Bar,Valhalla,New York,Stout,country,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/4067-founders-backwoods-bastard
Founders Nitro CBS,11.3,,,Draft,Bar,The Jeffrey Craft Beer & Bites,New York,Stout,country,https://www.beermenus.com/places/12230-the-jeffrey-craft-beer-bites,https://www.beermenus.com/beers/341859-founders-nitro-cbs
Founders Dirty Bastard,8.5,9.0,8.0,Draft,Restaurant,Treadwell Park,New York,Stout,country,https://www.beermenus.com/places/28239-treadwell-park,https://www.beermenus.com/beers/4752-founders-dirty-bastard
Founders All Day IPA,4.7,5.0,12.0,Can,Bar,The Seneca,Queens,IPA,country,https://www.beermenus.com/places/30816-the-seneca,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,7.0,16.0,Draft,Bar,Bar43,Queens,IPA,country,https://www.beermenus.com/places/9902-bar43,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders CBS 2019,11.3,14.0,12.0,Draft,Bar,Bar43,Queens,Stout,country,https://www.beermenus.com/places/9902-bar43,https://www.beermenus.com/beers/341492-founders-cbs-2019
Founders Mosaic Promise,5.5,7.0,14.0,Draft,Bar,The Evergreen,Kings,IPA,country,https://www.beermenus.com/places/24523-the-evergreen,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders Solid Gold Premium Lager,4.4,8.0,14.0,Draft,Bar,The Pony Bar - Upper East Side,New York,Lager,country,https://www.beermenus.com/places/4830-the-pony-bar-upper-east-side,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Solid Gold Premium Lager,4.4,7.0,16.0,Draft,Bar,Mad Donkey Bar & Grill,Queens,Lager,country,https://www.beermenus.com/places/36664-mad-donkey-bar-grill,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Mosaic Promise,5.5,9.0,16.0,Draft,Restaurant,Amsterdam Ale House,New York,IPA,country,https://www.beermenus.com/places/640-amsterdam-ale-house,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders All Day IPA,4.7,7.0,16.0,Draft,,Bailey's Corner Pub,New York,IPA,country,https://www.beermenus.com/places/60515-bailey-s-corner-pub,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Solid Gold Premium Lager,4.4,5.0,12.0,Can,,Bailey's Corner Pub,New York,Lager,country,https://www.beermenus.com/places/60515-bailey-s-corner-pub,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Solid Gold Premium Lager,4.4,8.0,16.0,Draft,Bar,George Keeley,New York,Lager,country,https://www.beermenus.com/places/16-george-keeley,https://www.beermenus.com/beers/255277-founders-solid-gold-premium-lager
Founders Mosaic Promise,5.5,7.0,16.0,Draft,Bar,Madam Marie's Bar NYC,Queens,IPA,country,https://www.beermenus.com/places/49539-madam-marie-s-bar-nyc,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Madam Marie's Bar NYC,Queens,IPA,country,https://www.beermenus.com/places/49539-madam-marie-s-bar-nyc,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders KBS,12.2,17.0,12.0,Bottle,Restaurant,Cafe D'Alsace,New York,Stout,country,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/39825-founders-kbs
Founders Mosaic Promise,5.5,7.0,16.0,Draft,Bar,Oliver's Astoria,Queens,IPA,country,https://www.beermenus.com/places/12180-oliver-s-astoria,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders All Day IPA,4.7,7.0,12.0,Can,Bar,Oliver's Astoria,Queens,IPA,country,https://www.beermenus.com/places/12180-oliver-s-astoria,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Mosaic Promise,5.5,7.0,16.0,Draft,Bar,The Local Bar Astoria,Queens,IPA,country,https://www.beermenus.com/places/19631-the-local-bar-astoria,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders All Day IPA,4.7,7.0,12.0,Can,Bar,The Local Bar Astoria,Queens,IPA,country,https://www.beermenus.com/places/19631-the-local-bar-astoria,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Harvest Ale,7.6,12.0,12.0,Draft,Restaurant,Third Avenue Ale House,New York,IPA,country,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/5994-founders-harvest-ale
Founders Mosaic Promise,5.5,9.0,16.0,Draft,Restaurant,Third Avenue Ale House,New York,IPA,country,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders Porter,6.5,7.0,12.0,Bottle,Restaurant,Third Avenue Ale House,New York,Stout,country,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/5048-founders-porter
Founders Mosaic Promise,5.5,7.0,16.0,Draft,Bar,Judy & Punch,Queens,IPA,country,https://www.beermenus.com/places/17480-judy-punch,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders KBS (2018),12.3,14.0,12.0,Bottle,Bar,Judy & Punch,Queens,Stout,country,https://www.beermenus.com/places/17480-judy-punch,https://www.beermenus.com/beers/307503-founders-kbs-2018
Founders Porter,6.5,8.0,12.0,Bottle,Bar,Judy & Punch,Queens,Stout,country,https://www.beermenus.com/places/17480-judy-punch,https://www.beermenus.com/beers/5048-founders-porter
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,Judy & Punch,Queens,IPA,country,https://www.beermenus.com/places/17480-judy-punch,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,Merrion Square Pub,New York,IPA,country,https://www.beermenus.com/places/2061-merrion-square-pub,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Porter,6.5,9.0,16.0,Draft,Bar,Merrion Square Pub,New York,Stout,country,https://www.beermenus.com/places/2061-merrion-square-pub,https://www.beermenus.com/beers/5048-founders-porter
Founders All Day IPA,4.7,7.0,19.2,Can,Bar,Astoria Craft Bar & Kitchen,Queens,IPA,country,https://www.beermenus.com/places/21428-astoria-craft-bar-kitchen,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Oatmeal Stout - Nitro,4.5,8.0,16.0,Draft,Bar,Dive Bar NYC,New York,Stout,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/248834-founders-oatmeal-stout-nitro
Founders Porter,6.5,6.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Stout,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/5048-founders-porter
Founders All Day IPA,4.7,6.0,12.0,Can,Bar,The Hop Shoppe,Richmond,IPA,country,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Canadian Breakfast Stout 2018,11.6,27.99,25.0,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/296665-founders-canadian-breakfast-stout-2018
Founders Lizard Of Koz,10.5,22.0,25.0,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/159546-founders-lizard-of-koz
Founders Dirty Bastard,8.5,8.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,Stout,country,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/4752-founders-dirty-bastard
Founders Porter,6.5,7.0,12.0,Bottle,Restaurant,East Harlem Bottling Co,New York,Stout,country,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/5048-founders-porter
Founders KBS (2019),12.2,10.0,8.0,Draft,,Rivercrest,Queens,Stout,country,https://www.beermenus.com/places/65190-rivercrest,https://www.beermenus.com/beers/307485-founders-kbs-2019
Founders All Day IPA,4.7,7.0,16.0,Draft,Bar,Lion's Head Tavern,New York,IPA,country,https://www.beermenus.com/places/23490-lion-s-head-tavern,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Nitro Oatmeal Stout,4.5,9.0,16.0,Draft,Bar,Lion's Head Tavern,New York,Stout,country,https://www.beermenus.com/places/23490-lion-s-head-tavern,https://www.beermenus.com/beers/29654-founders-nitro-oatmeal-stout
Founders Underground Mountain Brown,11.9,10.0,10.0,Draft,Bar,Lion's Head Tavern,New York,Ale,country,https://www.beermenus.com/places/23490-lion-s-head-tavern,https://www.beermenus.com/beers/331727-founders-underground-mountain-brown
Founders Breakfast Stout,8.3,8.0,12.0,Draft,Bar,Buddha Taco Bar,New York,Stout,country,https://www.beermenus.com/places/52340-buddha-taco-bar,https://www.beermenus.com/beers/4094-founders-breakfast-stout
Founders All Day IPA,4.7,8.0,16.0,Draft,Bar,Austin's Ale House,Queens,IPA,country,https://www.beermenus.com/places/525-austin-s-ale-house,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders All Day IPA,4.7,4.0,12.0,Can,Bar,Bootleg Mannings Bar & Grill,Richmond,IPA,country,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/10313-founders-all-day-ipa
Founders Mas Agave,10.0,9.0,12.0,Bottle,Bar,Bootleg Mannings Bar & Grill,Richmond,Sour,country,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/335461-founders-mas-agave
Founders Mosaic Promise,5.5,5.0,12.0,Can,Bar,Bootleg Mannings Bar & Grill,Richmond,IPA,country,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/60038-founders-mosaic-promise
Founders Rubaeus Nitro,5.7,7.0,16.0,Draft,Bar,Buddha Beer Bar,New York,Fruit,country,https://www.beermenus.com/places/3693-buddha-beer-bar,https://www.beermenus.com/beers/90527-founders-rubaeus-nitro
Founders Rubaeus,5.7,7.0,12.0,Can,Bar,Guys and Dolls Craft Beer House and Billiard Lounge,Queens,Fruit,country,https://www.beermenus.com/places/18940-guys-and-dolls-craft-beer-house-and-billiard-lounge,https://www.beermenus.com/beers/5768-founders-rubaeus
Goose Island Honker's Ale,4.3,9.0,16.0,Draft,Restaurant,The Malt House Fidi,New York,Ale,country,https://www.beermenus.com/places/33669-the-malt-house-fidi,https://www.beermenus.com/beers/78801-goose-island-honker-s-ale
Goose Island Honker's Ale,4.3,8.0,16.0,Draft,Bar,Woodrow's,New York,Ale,country,https://www.beermenus.com/places/4803-woodrow-s,https://www.beermenus.com/beers/78801-goose-island-honker-s-ale
Goose Island IPA,5.9,8.0,16.0,Draft,Bar,Woodrow's,New York,IPA,country,https://www.beermenus.com/places/4803-woodrow-s,https://www.beermenus.com/beers/957-goose-island-ipa
Pipeworks Glaucus,6.2,,16.0,Draft,Bar,Top Hops Beer Shop,New York,Belgian,country,https://www.beermenus.com/places/3846-top-hops-beer-shop,https://www.beermenus.com/beers/140101-pipeworks-glaucus
Off Color Very Very Far,6.0,9.0,8.0,Draft,Bar,One Mile House,New York,Belgian,country,https://www.beermenus.com/places/3332-one-mile-house,https://www.beermenus.com/beers/302537-off-color-very-very-far
